"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
464 0.116295363552849 6 14 "GO:0006306;GO:0006305;GO:0043414;GO:0044728;GO:0006304;GO:0032259" "DNA methylation or demethylation" 0.447225632055114
498 0.0718966484509052 5 16 "GO:0006310" "DNA recombination" 0.387907498618837
267 0.0159556577873166 2 102 "GO:0006325;GO:0051276" "chromosome organization" 0.154238025277394
-263 0.40945824444093 5 12 "GO:0006333" "chromatin assembly or disassembly" 0.741964156986706
369 0.0839298386849873 5 27 "GO:0006334;GO:0034728;GO:0065004;GO:0071824" "nucleosome assembly" 0.397382093365654
-206 0.599054330746277 4 8 "GO:0006342;GO:0016458;GO:0045814;GO:0045892;GO:0010629;GO:0010605;GO:0009892;GO:1902679;GO:2000113;GO:0010558;GO:0031327;GO:0051253;GO:0009890;GO:0031324;GO:0045934;GO:0051172" "negative regulation of metabolic process" 0.854472407944823
477 0.152680521470497 4 11 "GO:0006352" "DNA-templated transcription, initiation" 0.491970569182713
-75 0.879057730348266 2 5 "GO:0006354" "DNA-templated transcription, elongation" 0.963498653732605
-127 0.0472091056481241 4 327 "GO:0006355;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0031323;GO:0019219;GO:0051171;GO:0080090" "regulation of cellular metabolic process" 0.313958282855246
297 0.477716961968189 6 7 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.791259473835479
-17 0.925017799512536 2 38 "GO:0006366;GO:0006351" "transcription, DNA-templated" 0.979927531903691
447 0.000863521799979142 5 69 "GO:0006396" "RNA processing" 0.0250421321993951
401 0.0473643961204035 2 30 "GO:0006397;GO:0016071" "mRNA metabolic process" 0.313958282855246
422 0.0190772870278558 2 38 "GO:0006399;GO:0034660" "ncRNA metabolic process" 0.177037223618502
322 2.11371499334098e-07 3 348 "GO:0006412;GO:0034645;GO:0009059" "macromolecule biosynthetic process" 1.63460626151702e-05
24 0.935168137504667 2 14 "GO:0006413" "translational initiation" 0.981714967878202
478 0.195086700167652 2 9 "GO:0006414" "translational elongation" 0.563177685555466
471 0.0515233701939451 4 21 "GO:0006418;GO:0043039;GO:0043038" "tRNA aminoacylation for protein translation" 0.323065456351223
79 0.46697990694334 3 105 "GO:0006457" "protein folding" 0.790798090590182
-192 0.0572754904029465 4 124 "GO:0006461;GO:0034622;GO:0065003;GO:0071822;GO:0022607;GO:0043933" "protein complex subunit organization" 0.33219784433709
-102 0.122281764015166 2 305 "GO:0006468;GO:0016310" "phosphorylation" 0.447225632055114
-24 0.865379904253884 3 61 "GO:0006470;GO:0016311" "dephosphorylation" 0.963498653732605
751 0.128761441379218 2 5 "GO:0006471" "protein ADP-ribosylation" 0.457613094683864
-121 0.518343910098407 4 35 "GO:0006486;GO:0043413;GO:0070085" "glycosylation" 0.818066579202928
-825 0.00978899042446909 6 12 "GO:0006487" "protein N-linked glycosylation" 0.133590928145696
-88 0.173089126889909 2 322 "GO:0006508" "proteolysis" 0.533770952532952
-217 0.166831344966985 4 50 "GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0044265" "cellular macromolecule catabolic process" 0.530203726470418
-83 0.587100769897536 -1 53 "GO:0006512" "ubiquitin cycle" 0.854472407944823
-299 0.369742003839028 4 11 "GO:0006518" "peptide metabolic process" 0.712476651762679
70 0.536241631492051 4 98 "GO:0006520;GO:0019752;GO:0043436;GO:0006082" "carboxylic acid metabolic process" 0.824016700109766
-268 0.492912057937285 2 8 "GO:0006546;GO:0006544;GO:0009071" "glycine metabolic process" 0.796335836649315
-165 0.714852872928793 3 6 "GO:0006564;GO:0006563;GO:0009070" "serine family amino acid biosynthetic process" 0.906261565680218
63 0.888633107764162 2 6 "GO:0006575" "cellular modified amino acid metabolic process" 0.963498653732605
792 0.0793298950388662 2 6 "GO:0006576;GO:0044106;GO:0009308" "cellular amine metabolic process" 0.390210057898861
-508 0.0754096164254676 5 15 "GO:0006584;GO:0009712;GO:0018958" "catechol-containing compound metabolic process" 0.388778466904633
6 0.980886632497386 4 23 "GO:0006605" "protein targeting" 0.991615951458726
317 0.320360228626245 4 12 "GO:0006606;GO:1902593;GO:0051170;GO:0006913;GO:0051169" "nucleocytoplasmic transport" 0.673546389533733
-9 0.981206861896512 3 8 "GO:0006614;GO:0006613;GO:0045047;GO:0006612;GO:0072599" "cotranslational protein targeting to membrane" 0.991615951458726
192 0.0925897458676206 3 96 "GO:0006629" "lipid metabolic process" 0.405298510212981
-152 0.548715409368537 5 19 "GO:0006631;GO:0032787" "monocarboxylic acid metabolic process" 0.826636201126627
6 0.987341744771404 5 9 "GO:0006633;GO:0072330" "fatty acid biosynthetic process" 0.991615951458726
437 0.235511229298464 3 9 "GO:0006643" "membrane lipid metabolic process" 0.620893240877769
114 0.671049871399593 2 17 "GO:0006644" "phospholipid metabolic process" 0.894733161866124
437 0.333214622974911 4 6 "GO:0006665" "sphingolipid metabolic process" 0.674018783001426
261 2.82930667249223e-06 3 445 "GO:0006725;GO:0006139;GO:0034641;GO:0046483;GO:1901360" "organic cyclic compound metabolic process" 0.000164099787004549
279 0.285286223041856 2 18 "GO:0006730" "one-carbon metabolic process" 0.658453651248992
66 0.784436305767546 2 21 "GO:0006732" "coenzyme metabolic process" 0.92952660567364
61 0.849350973186569 3 12 "GO:0006733" "oxidoreduction coenzyme metabolic process" 0.963498653732605
-505 0.170304219268352 4 9 "GO:0006779;GO:0006778;GO:0033014;GO:0033013" "tetrapyrrole metabolic process" 0.533770952532952
-61 0.877108630718933 2 8 "GO:0006790" "sulfur compound metabolic process" 0.963498653732605
-21 0.962671567611542 4 6 "GO:0006801;GO:0072593" "superoxide metabolic process" 0.991615951458726
-266 0.00316449684381041 4 156 "GO:0006812" "cation transport" 0.0611802723136679
-337 0.0493865559761381 3 42 "GO:0006813" "potassium ion transport" 0.318268916290668
-343 0.380652042356402 2 8 "GO:0006814" "sodium ion transport" 0.717977835989311
-131 0.614909346795296 2 18 "GO:0006816;GO:0070838;GO:0072511" "divalent inorganic cation transport" 0.864599808827325
340 0.00753158250889606 2 77 "GO:0006817;GO:0015698" "inorganic anion transport" 0.109207946378993
200 0.0565573140709355 2 114 "GO:0006820" "anion transport" 0.33219784433709
566 0.210104999714923 2 6 "GO:0006821" "chloride transport" 0.58649444499706
-185 0.7079319243854 4 5 "GO:0006825" "copper ion transport" 0.906205055065288
12 0.975072078211538 2 8 "GO:0006836" "neurotransmitter transport" 0.991615951458726
-206 0.598831645879255 4 8 "GO:0006839" "mitochondrial transport" 0.854472407944823
12 0.949191066730365 4 34 "GO:0006865;GO:0046942;GO:0015711;GO:0015849" "organic anion transport" 0.991615951458726
-64 0.430288372235701 3 195 "GO:0006886;GO:0015031;GO:0046907;GO:0045184;GO:0051649" "establishment of protein localization" 0.756264411808202
-499 0.20149431096629 4 8 "GO:0006888;GO:0048193" "Golgi vesicle transport" 0.570081465172918
465 0.234624450399597 4 8 "GO:0006914" "autophagy" 0.620893240877769
-116 0.456705486435982 5 51 "GO:0006915;GO:0012501;GO:0008219;GO:0016265;GO:1900117;GO:0042981;GO:0043067;GO:0010941" "apoptotic process" 0.784856835949243
145 0.0138334499075733 2 394 "GO:0006950" "response to stress" 0.154238025277394
-25 0.817045747619595 2 107 "GO:0006959" "humoral immune response" 0.957346532564374
-128 0.309537862520828 2 78 "GO:0006979" "response to oxidative stress" 0.665679670619821
127 0.187183297005913 2 137 "GO:0006996" "organelle organization" 0.549702846903441
-327 0.186328339519218 3 20 "GO:0007010" "cytoskeleton organization" 0.549702846903441
-216 0.120215687444374 3 64 "GO:0007017;GO:0007018;GO:0006928" "microtubule-based process" 0.447225632055114
-79 0.783024181016128 3 15 "GO:0007049" "cell cycle" 0.92952660567364
-499 0.268394137602932 3 6 "GO:0007050;GO:0045786;GO:0051726" "regulation of cell cycle" 0.658453651248992
-207 0.105864864762004 2 76 "GO:0007155;GO:0022610" "cell adhesion" 0.430888572364648
-48 0.886182965662475 4 11 "GO:0007156;GO:0098609" "homophilic cell adhesion" 0.963498653732605
-467 0.301190412062309 3 6 "GO:0007160;GO:0031589" "cell-substrate adhesion" 0.659209203759016
-222 0.0044672191984979 3 212 "GO:0007166" "cell surface receptor signaling pathway" 0.0740282038608223
-213 0.665906817273538 2 5 "GO:0007167" "enzyme linked receptor protein signaling pathway" 0.894120881207133
-204 0.0294286301535311 2 145 "GO:0007186" "G-protein coupled receptor signaling pathway" 0.243837221272115
-444 0.25623728301969 5 8 "GO:0007205" "protein kinase C-activating G-protein coupled receptor signaling pathway" 0.646163583267044
-265 0.309885363909227 5 18 "GO:0007218" "neuropeptide signaling pathway" 0.665679670619821
-346 0.347998662579502 4 9 "GO:0007223;GO:0035567;GO:0016055" "Wnt signaling pathway" 0.695997325159004
-119 0.270645288154885 4 108 "GO:0007264;GO:0035556" "intracellular signal transduction" 0.658453651248992
-270 0.00426719252808723 4 142 "GO:0007268;GO:0007267;GO:0007154;GO:0044700;GO:0023052" "cell communication" 0.0740282038608223
-193 0.174856001691829 2 61 "GO:0007275;GO:0044767" "single-organism developmental process" 0.533770952532952
-160 0.278243674513985 3 57 "GO:0007600;GO:0050877;GO:0003008" "sensory perception" 0.658453651248992
598 0.104727543758175 7 9 "GO:0008033" "tRNA processing" 0.430888572364648
-797 0.0772623117221022 4 6 "GO:0008202" "steroid metabolic process" 0.38967078955495
744 0.132161770783127 4 5 "GO:0008299;GO:0006720" "isoprenoid metabolic process" 0.457613094683864
68 0.7495315326813 3 27 "GO:0008610" "lipid biosynthetic process" 0.92952660567364
-208 0.412557656255539 2 19 "GO:0008643" "carbohydrate transport" 0.741964156986706
-47 0.887262744961516 3 11 "GO:0008654" "phospholipid biosynthetic process" 0.963498653732605
-334 0.00194144572384046 4 108 "GO:0009057" "macromolecule catabolic process" 0.0495264511192829
-203 0.493151738839914 2 14 "GO:0009069" "serine family amino acid metabolic process" 0.796335836649315
516 0.296825893350208 6 5 "GO:0009072" "aromatic amino acid family metabolic process" 0.658453651248992
59 0.866903627448075 2 10 "GO:0009084;GO:0009064" "glutamine family amino acid metabolic process" 0.963498653732605
286 0.317553682003985 3 15 "GO:0009108" "coenzyme biosynthetic process" 0.673546389533733
117 0.779700324816533 4 7 "GO:0009112" "nucleobase metabolic process" 0.92952660567364
10 0.931488214884214 2 86 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.981714967878202
21 0.897697636081817 4 48 "GO:0009142;GO:0009141;GO:0009152;GO:0009206;GO:0046129;GO:0006164;GO:0009150;GO:0009260;GO:0006163;GO:0072522;GO:0009259;GO:0046390;GO:0072521;GO:0019693;GO:0009145;GO:0009201;GO:0009205;GO:0046128;GO:0042451;GO:0042455;GO:0009144;GO:0009199;GO:0009119;GO:0042278;GO:0009163;GO:0009116;GO:1901659;GO:1901657" "nucleoside metabolic process" 0.968041896328323
401 0.276432286901118 6 9 "GO:0009148;GO:0009147;GO:0006183;GO:0046039;GO:1901070;GO:1901068;GO:0006228;GO:0009209;GO:0009220;GO:0046051;GO:0046132;GO:0009208;GO:0009218;GO:0046131;GO:0006213;GO:0046134;GO:0006241;GO:0046036" "pyrimidine nucleoside triphosphate metabolic process" 0.658453651248992
-108 0.756923399484701 2 10 "GO:0009190;GO:0009187" "cyclic nucleotide biosynthetic process" 0.92952660567364
-293 0.516503760947336 6 6 "GO:0009225" "nucleotide-sugar metabolic process" 0.818066579202928
409 0.365002548247057 5 6 "GO:0009395" "phospholipid catabolic process" 0.712476651762679
-268 0.421242731322972 2 11 "GO:0009401" "phosphoenolpyruvate-dependent sugar phosphotransferase system" 0.751756258976381
489 0.32268099423999 2 5 "GO:0009451" "RNA modification" 0.673546389533733
462 0.00482785889520126 3 46 "GO:0009682;GO:0042742;GO:0009617;GO:0098542;GO:0051707;GO:0043207;GO:0051704;GO:0009605;GO:0009607" "multi-organism process" 0.0746708842457795
-185 0.263731480890127 2 45 "GO:0009719;GO:0033209;GO:0019221;GO:0071356;GO:0071345;GO:0034097;GO:0071310;GO:0010033;GO:0034612" "response to endogenous stimulus" 0.657910791037736
-23 0.692615324884678 4 423 "GO:0010468;GO:0060255;GO:0019222" "regulation of metabolic process" 0.906205055065288
-119 0.123372588153135 3 217 "GO:0010992;GO:0019725;GO:0042592" "homeostatic process" 0.447225632055114
544 0.139757594374596 2 9 "GO:0015074" "DNA integration" 0.468678645087218
-305 0.0146373574568201 2 80 "GO:0015672" "monovalent inorganic cation transport" 0.154238025277394
47 0.917346425531073 2 6 "GO:0015850;GO:0015893" "organic hydroxy compound transport" 0.976258581299124
223 0.593412385905586 2 7 "GO:0015931" "nucleobase-containing compound transport" 0.854472407944823
-223 0.2210471499113 7 37 "GO:0015986;GO:0006754;GO:0015985;GO:0009168;GO:0046034;GO:1902600;GO:0009127;GO:0009156;GO:0009167;GO:0015992;GO:0034220;GO:0009124;GO:0009126;GO:0009161;GO:0009123;GO:0006818;GO:0055085" "transmembrane transport" 0.603328691522607
429 0.0311617885607157 2 31 "GO:0016042" "lipid catabolic process" 0.249294308485726
-2 0.97682162286939 2 315 "GO:0016043;GO:0071840" "cellular component organization or biogenesis" 0.991615951458726
158 0.593501372178976 2 14 "GO:0016051" "carbohydrate biosynthetic process" 0.854472407944823
325 0.000377932259026512 4 152 "GO:0016070" "RNA metabolic process" 0.012525754870593
-320 0.185529140836381 3 21 "GO:0016192" "vesicle-mediated transport" 0.549702846903441
63 0.757852882546638 3 29 "GO:0016482" "cytoplasmic transport" 0.92952660567364
-107 0.7981596507131 4 7 "GO:0016485;GO:0051604" "protein maturation" 0.939964664799184
-171 0.0711524006385409 3 141 "GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation" 0.387907498618837
187 0.542897219580236 2 13 "GO:0017038" "protein import" 0.824016700109766
55 0.557768050002011 2 145 "GO:0018130;GO:1901362;GO:0019438;GO:0044271;GO:0034654" "organic cyclic compound biosynthetic process" 0.834852823228816
-127 0.589933012697415 3 22 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 0.854472407944823
-332 0.46237153194316 5 6 "GO:0019319;GO:0046364" "hexose biosynthetic process" 0.788751436844214
42 0.707608125769863 3 100 "GO:0019637" "organophosphate metabolic process" 0.906205055065288
-406 0.24594830016873 2 10 "GO:0022402" "cell cycle process" 0.634000062657171
189 0.587974543162872 2 10 "GO:0022904;GO:0022900" "respiratory electron transport chain" 0.854472407944823
-217 0.0753302579384035 2 84 "GO:0030001" "metal ion transport" 0.388778466904633
-175 0.698900810342216 2 6 "GO:0030036;GO:0030029" "actin cytoskeleton organization" 0.906205055065288
-147 0.658500331744868 3 11 "GO:0030258" "lipid modification" 0.894120881207133
31 0.862937792767025 3 39 "GO:0031214;GO:0009888;GO:0048856" "tissue development" 0.963498653732605
-131 0.227957700969563 1 106 "GO:0032502" "developmental process" 0.614955658429519
106 0.473921161566599 3 56 "GO:0032774" "RNA biosynthetic process" 0.791259473835479
540 0.275058793915645 3 5 "GO:0033043;GO:0051128" "regulation of cellular component organization" 0.658453651248992
261 0.00213476082410702 3 177 "GO:0033554" "cellular response to stress" 0.0495264511192829
467 0.0913808603094274 2 16 "GO:0034470" "ncRNA processing" 0.405298510212981
98 0.65863033123606 4 25 "GO:0034599" "cellular response to oxidative stress" 0.894120881207133
63 0.864307579751761 2 9 "GO:0035587" "purinergic receptor signaling pathway" 0.963498653732605
-777 0.115835905976383 4 5 "GO:0042168" "heme metabolic process" 0.447225632055114
276 0.037167681603862 3 71 "GO:0042254;GO:0022613;GO:0044085" "ribonucleoprotein complex biogenesis" 0.278158133293419
-180 0.288089504101038 3 43 "GO:0042381;GO:0007599;GO:0050817;GO:0050878" "coagulation" 0.658453651248992
-120 0.719287226716369 5 11 "GO:0043087;GO:0033124;GO:0009118;GO:0033121;GO:0030811;GO:1900542;GO:0006140;GO:0031329;GO:0019220;GO:0009894;GO:0051174" "regulation of nucleoside metabolic process" 0.906927372816291
-35 0.901280386236714 3 15 "GO:0043603" "cellular amide metabolic process" 0.968041896328323
-408 0.00035464200060306 2 96 "GO:0043623;GO:0030163;GO:0043248" "cellular protein complex assembly" 0.012525754870593
744 0.0568866491767791 4 8 "GO:0043648" "dicarboxylic acid metabolic process" 0.33219784433709
104 0.766099446661927 3 10 "GO:0044242" "cellular lipid catabolic process" 0.92952660567364
13 0.914625180035732 2 86 "GO:0044248" "cellular catabolic process" 0.976258581299124
126 0.427339977871034 2 49 "GO:0044255" "cellular lipid metabolic process" 0.756264411808202
443 0.134127976028029 2 14 "GO:0044262" "cellular carbohydrate metabolic process" 0.457613094683864
300 0.543424806537906 2 5 "GO:0044272" "sulfur compound biosynthetic process" 0.824016700109766
100 0.196626691939624 3 216 "GO:0044281" "small molecule metabolic process" 0.563177685555466
-153 0.0896021517794539 2 157 "GO:0044707;GO:0032501" "single-multicellular organism process" 0.405298510212981
69 0.480894766425873 2 133 "GO:0044711" "single-organism biosynthetic process" 0.791259473835479
204 0.120688663198386 3 72 "GO:0044712" "single-organism catabolic process" 0.447225632055114
-52 0.658512866011593 3 90 "GO:0044723" "single-organism carbohydrate metabolic process" 0.894120881207133
-91 0.131864119159075 2 368 "GO:0044765;GO:0006811" "single-organism transport" 0.457613094683864
143 0.086783110504657 2 185 "GO:0045087;GO:0006952;GO:0006955;GO:0002376" "immune response" 0.402673632741608
303 0.540471777824537 2 5 "GO:0045454" "cell redox homeostasis" 0.824016700109766
56 0.829676952932792 3 18 "GO:0045824;GO:0031348;GO:0045088;GO:0050777;GO:0031347;GO:0048585;GO:0002683;GO:0080134" "negative regulation of innate immune response" 0.963498653732605
724 0.142780777526558 2 5 "GO:0046112" "nucleobase biosynthetic process" 0.468678645087218
-145 0.710902241473631 2 8 "GO:0046148;GO:0042440" "pigment metabolic process" 0.906205055065288
67 0.704895791891414 4 39 "GO:0046394;GO:0016053;GO:0044283" "small molecule biosynthetic process" 0.906205055065288
119 0.630198480359785 2 20 "GO:0046395;GO:0016054;GO:0044282" "small molecule catabolic process" 0.880759321948615
397 0.281936762152766 2 9 "GO:0046434" "organophosphate catabolic process" 0.658453651248992
100 0.785289718586351 3 9 "GO:0046496;GO:0019362;GO:0072524" "pyridine-containing compound metabolic process" 0.92952660567364
-308 0.494277415851299 5 6 "GO:0046839" "phospholipid dephosphorylation" 0.796335836649315
-262 0.0463600219021651 3 72 "GO:0048167;GO:0050804;GO:0010646;GO:0023051" "regulation of signaling" 0.313958282855246
-752 0.0957543646286306 3 6 "GO:0048285" "organelle fission" 0.411389122108191
119 0.298007040435966 3 96 "GO:0048518" "positive regulation of biological process" 0.658453651248992
-335 0.0366111835418865 3 48 "GO:0048519" "negative regulation of biological process" 0.278158133293419
-524 0.0139390273729434 2 27 "GO:0048523" "negative regulation of cellular process" 0.154238025277394
141 0.40138873999169 2 44 "GO:0050790;GO:0065009" "regulation of molecular function" 0.739064981572001
-106 0.600340527995716 2 30 "GO:0051188;GO:0051186" "cofactor metabolic process" 0.854472407944823
-647 0.0427861400444056 3 12 "GO:0051258" "protein polymerization" 0.310199515321941
93 0.614605774690942 2 36 "GO:0051301" "cell division" 0.864599808827325
-196 0.397084268603897 3 23 "GO:0051336" "regulation of hydrolase activity" 0.737523766016357
415 0.112149411470819 3 18 "GO:0051341" "regulation of oxidoreductase activity" 0.447225632055114
-436 0.212351436981694 5 10 "GO:0051342" "regulation of cyclic-nucleotide phosphodiesterase activity" 0.58649444499706
-144 0.540714343008491 3 22 "GO:0055114" "oxidation-reduction process" 0.824016700109766
38 0.77329818025015 2 71 "GO:0061077" "chaperone-mediated protein folding" 0.92952660567364
-159 0.0113760784048634 2 337 "GO:0065008" "regulation of biological quality" 0.146625010551573
-21 0.881166290209927 2 63 "GO:0070887;GO:0042221" "response to chemical" 0.963498653732605
-77 0.293672357044557 3 245 "GO:0071702" "organic substance transport" 0.658453651248992
4 0.980271716369132 2 38 "GO:0071705" "nitrogen compound transport" 0.991615951458726
219 0.475009925372626 2 13 "GO:0072528;GO:0072527" "pyrimidine-containing compound metabolic process" 0.791259473835479
205 0.407444974383674 3 20 "GO:0072594" "establishment of protein localization to organelle" 0.741964156986706
5 0.987053548884119 3 13 "GO:0090150" "establishment of protein localization to membrane" 0.991615951458726
462 3.3072318001434e-11 2 271 "GO:0090304" "nucleic acid metabolic process" 7.67277777633269e-09
-23 0.863783411595284 2 69 "GO:0090407;GO:1901293;GO:0009165" "organophosphate biosynthetic process" 0.963498653732605
-676 0.0221548458391258 3 14 "GO:1900118" "negative regulation of execution phase of apoptosis" 0.19768939364143
183 0.374664446185547 3 29 "GO:1900119;GO:0048522" "positive regulation of execution phase of apoptosis" 0.712476651762679
828 0.0246594104106641 4 9 "GO:1901071;GO:0006040" "amino sugar metabolic process" 0.211888267232373
138 0.297217122961518 3 71 "GO:1901135" "carbohydrate derivative metabolic process" 0.658453651248992
-109 0.513783935167997 2 44 "GO:1901137" "carbohydrate derivative biosynthetic process" 0.818066579202928
788 0.0807331154273505 2 6 "GO:1901361;GO:0046700" "organic cyclic compound catabolic process" 0.390210057898861
-15 0.856794242949741 2 191 "GO:1901564" "organonitrogen compound metabolic process" 0.963498653732605
46 0.697163936101594 2 91 "GO:1901566" "organonitrogen compound biosynthetic process" 0.906205055065288
-81 0.329135161832616 2 188 "GO:1901575;GO:0009056" "catabolic process" 0.674018783001426
142 0.454142534397975 6 34 "GO:1901605" "alpha-amino acid metabolic process" 0.784856835949243
316 0.23978987188825 6 17 "GO:1901606;GO:0009063;GO:1901565" "organonitrogen compound catabolic process" 0.625070227843528
150 0.524944831453664 6 22 "GO:1901607;GO:0008652" "cellular amino acid biosynthetic process" 0.822886492548987
-78 0.730946356521747 3 24 "GO:1901615" "organic hydroxy compound metabolic process" 0.914152212163793
-57 0.732897894234765 2 44 "GO:1902582" "single-organism intracellular transport" 0.914152212163793
163 0.143431826729278 3 101 "GO:1902589;GO:0040029;GO:0016570;GO:0016569;GO:0016568" "single-organism organelle organization" 0.468678645087218
