"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-132 0.58566505778324 2 40 "GO:0004339;GO:0015926" "glucosidase activity" 0.880859500014947
-158 0.743553044446859 4 10 "GO:0004364" "glutathione transferase activity" 0.923506115346626
-645 0.143711818069124 3 12 "GO:0004383" "guanylate cyclase activity" 0.569617928181776
68 0.887677024874486 4 10 "GO:0004402" "histone acetyltransferase activity" 0.954180488416717
355 0.402520660327406 5 13 "GO:0004407;GO:0033558;GO:0019213" "deacetylase activity" 0.827596357655917
-373 0.39799453659321 -1 12 "GO:0004437" "inositol or phosphatidylinositol phosphatase activity" 0.825406060673744
-405 0.483093821871366 2 7 "GO:0004447" "iodide peroxidase activity" 0.851131752851281
-198 0.616989652516903 5 15 "GO:0004448" "isocitrate dehydrogenase activity" 0.903520446642533
-509 0.317607470689889 6 9 "GO:0004449" "isocitrate dehydrogenase (NAD+) activity" 0.784074441487792
218 0.750364411031173 2 5 "GO:0004457" "lactate dehydrogenase activity" 0.923506115346626
126 0.775438479917443 5 12 "GO:0004467;GO:0015645" "long-chain fatty acid-CoA ligase activity" 0.924710387301551
-73 0.68131355939162 3 75 "GO:0004497" "monooxygenase activity" 0.908079333687145
-39 0.949989297399734 3 6 "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 0.981594621462089
-776 0.0269766770728726 2 19 "GO:0004500;GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.280935208946086
509 0.378249248203454 2 7 "GO:0004508;GO:0008395" "steroid hydroxylase activity" 0.812724736004719
624 0.000403089551431602 3 76 "GO:0004518" "nuclease activity" 0.0368451177916409
585 0.0282312319237041 5 33 "GO:0004519" "endonuclease activity" 0.286516970800146
537 0.243850947606132 6 11 "GO:0004520" "endodeoxyribonuclease activity" 0.684217070636029
894 0.191043533701381 5 5 "GO:0004526;GO:0004549" "tRNA-specific ribonuclease activity" 0.635871687915719
559 0.0265888767109043 5 37 "GO:0004527" "exonuclease activity" 0.280935208946086
-82 0.904856021583004 2 5 "GO:0004528" "phosphodiesterase I activity" 0.967749601558504
859 0.137049057216347 2 7 "GO:0004534;GO:0008409" "5'-3' exoribonuclease activity" 0.563555174932737
233 0.708368703496288 8 6 "GO:0004535" "poly(A)-specific ribonuclease activity" 0.913280905105146
596 0.0983590809752463 5 18 "GO:0004536" "deoxyribonuclease activity" 0.471698189609343
788 0.00557653630541094 2 29 "GO:0004540" "ribonuclease activity" 0.124734420133474
24 0.969170639660629 2 6 "GO:0004550" "nucleoside diphosphate kinase activity" 0.981958114659578
596 0.0677362936049032 2 22 "GO:0004551;GO:0008796" "nucleotide diphosphatase activity" 0.411240762759099
26 0.86183892888484 2 110 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.951596587467949
311 0.430634777893553 2 15 "GO:0004558" "alpha-glucosidase activity" 0.84348992493946
-280 0.508768485660487 4 13 "GO:0004560;GO:0015928" "fucosidase activity" 0.869829991613091
582 0.394085199478766 5 5 "GO:0004563" "beta-N-acetylhexosaminidase activity" 0.824535321915128
-883 0.196164274411951 5 5 "GO:0004565" "beta-galactosidase activity" 0.635871687915719
-794 0.203400397869113 3 6 "GO:0004571" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 0.635871687915719
-398 0.222710025295373 5 22 "GO:0004576" "oligosaccharyl transferase activity" 0.647946132364551
-1039 0.0957339043060485 6 6 "GO:0004579" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" 0.468940871782911
659 0.222773932301439 2 8 "GO:0004597" "peptide-aspartate beta-dioxygenase activity" 0.647946132364551
-253 0.296696500186225 2 40 "GO:0004601;GO:0016209;GO:0016684" "antioxidant activity" 0.784074441487792
-385 0.536768350307039 4 6 "GO:0004602" "glutathione peroxidase activity" 0.875104030736926
58 0.909388472793963 2 9 "GO:0004618;GO:0016774" "phosphotransferase activity, carboxyl group as acceptor" 0.968222762526364
235 0.236630642696448 5 60 "GO:0004620" "phospholipase activity" 0.671862003370272
-449 0.43723696618168 2 7 "GO:0004622" "lysophospholipase activity" 0.84348992493946
376 0.158260009395913 2 33 "GO:0004623" "phospholipase A2 activity" 0.585193988231399
158 0.719968009245581 3 12 "GO:0004624;GO:0004625;GO:0004626;GO:0004627;GO:0004628;GO:0047498;GO:0047499" "calcium-dependent phospholipase A2 activity" 0.913280905105146
264 0.585484466355638 2 10 "GO:0004629;GO:0004435" "phospholipase C activity" 0.880859500014947
43 0.950009941017223 6 5 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.981594621462089
292 0.613071191695987 3 7 "GO:0004656;GO:0019798;GO:0031545;GO:0031543" "peptidyl-proline 4-dioxygenase activity" 0.903520446642533
672 0.187032515818173 4 9 "GO:0004659" "prenyltransferase activity" 0.635871687915719
-183 0.0185543525555103 2 418 "GO:0004674;GO:0004672;GO:0004713" "protein kinase activity" 0.252869319113669
-127 0.374746846712008 4 117 "GO:0004682;GO:0004691;GO:0008603;GO:0008605" "cAMP-dependent protein kinase regulator activity" 0.808842741545827
-870 0.0486858284938426 3 12 "GO:0004687" "myosin light chain kinase activity" 0.369489785100059
-230 0.0454637318554469 2 183 "GO:0004690;GO:0019887;GO:0019207" "protein kinase regulator activity" 0.367562713475393
-246 0.132319202171532 6 89 "GO:0004702;GO:0005057;GO:0004709" "receptor signaling protein activity" 0.553651398559831
-276 0.0245258522817308 6 160 "GO:0004707;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004689;GO:0004692;GO:0004693;GO:0097472;GO:0004694;GO:0004697;GO:0004698;GO:0009931;GO:0010857;GO:0004703;GO:0004704;GO:0004705;GO:0016909;GO:0004706;GO:0004708;GO:0004712;GO:0004711;GO:0004716;GO:0008349;GO:0008384;GO:0008443;GO:0019200;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0018720;GO:0019912;GO:0030295;GO:0019209;GO:0019914;GO:0035004;GO:0042556;GO:0042557" "phosphatidylinositol 3-kinase activity" 0.274644809180859
-382 0.0214503707867424 3 86 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.274644809180859
-42 0.759728101515657 5 129 "GO:0004721" "phosphoprotein phosphatase activity" 0.924710387301551
-21 0.925180775588926 2 46 "GO:0004722" "protein serine/threonine phosphatase activity" 0.968222762526364
-205 0.38664283743217 2 42 "GO:0004723;GO:0004724;GO:0008420;GO:0008597;GO:0019888;GO:0019208;GO:0017018;GO:0017020" "phosphatase regulator activity" 0.821888134350551
-148 0.411023031295727 2 73 "GO:0004725" "protein tyrosine phosphatase activity" 0.834289301821539
365 0.214937334600532 7 27 "GO:0004727" "prenylated protein tyrosine phosphatase activity" 0.635871687915719
-611 0.371567967846071 2 5 "GO:0004745" "retinol dehydrogenase activity" 0.808842741545827
244 0.695477201771154 2 6 "GO:0004767" "sphingomyelin phosphodiesterase activity" 0.912051139168149
-960 0.160091961233761 2 5 "GO:0004771" "sterol esterase activity" 0.587414350065415
-466 0.495040968263171 3 5 "GO:0004800" "thyroxine 5'-deiodinase activity" 0.858671061314664
-190 0.608412367848411 2 17 "GO:0004806" "triglyceride lipase activity" 0.901281675353081
560 0.0489870844208476 4 29 "GO:0004812;GO:0016876;GO:0016875" "ligase activity, forming aminoacyl-tRNA and related compounds" 0.369489785100059
-641 0.146427335074709 2 12 "GO:0004835" "tubulin-tyrosine ligase activity" 0.569617928181776
-99 0.873663264250818 2 6 "GO:0004839;GO:0008641" "ubiquitin activating enzyme activity" 0.951596587467949
-175 0.0920887883909965 2 226 "GO:0004842;GO:0019787;GO:0016881;GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 0.468940871782911
85 0.751195750009415 2 33 "GO:0004857;GO:0004866;GO:0030414;GO:0061135;GO:0061134" "enzyme inhibitor activity" 0.923506115346626
-341 0.421271438848693 2 13 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.84348992493946
-334 0.624872209285843 3 5 "GO:0004879;GO:0000981;GO:0098531;GO:0003707" "ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.907994202303018
-268 0.000463460601152716 2 435 "GO:0004888;GO:0038023;GO:0004871;GO:0004872;GO:0060089" "signal transducer activity" 0.0368451177916409
-603 0.296793055797091 2 7 "GO:0004889" "acetylcholine-activated cation-selective channel activity" 0.784074441487792
-487 0.00286991006094306 3 89 "GO:0004930" "G-protein coupled receptor activity" 0.0977819356478457
906 0.18475756804603 2 5 "GO:0004965" "G-protein coupled GABA receptor activity" 0.635871687915719
-621 0.0288801327838282 6 29 "GO:0004969;GO:0008227;GO:0031808;GO:0031806;GO:0001664" "G-protein coupled amine receptor activity" 0.286996319539293
-1018 0.0779846802700035 5 7 "GO:0004993" "serotonin receptor activity" 0.438974342589645
-147 0.554695969362511 2 38 "GO:0005001;GO:0019198" "transmembrane receptor protein phosphatase activity" 0.877579020588712
-138 0.775266001126216 2 10 "GO:0005003" "ephrin receptor activity" 0.924710387301551
-141 0.665399284891707 3 22 "GO:0005007" "fibroblast growth factor-activated receptor activity" 0.908079333687145
92 0.842717244191459 3 11 "GO:0005042" "netrin receptor activity" 0.950723201325633
14 0.970182227758731 3 17 "GO:0005044;GO:0038024" "scavenger receptor activity" 0.981958114659578
-159 0.539234405411599 1 35 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.875104030736926
-89 0.840799739588092 2 12 "GO:0005087;GO:0017112;GO:0030676;GO:0043539" "protein serine/threonine kinase activator activity" 0.950723201325633
-79 0.800591316075956 3 24 "GO:0005088;GO:0005089" "Rho guanyl-nucleotide exchange factor activity" 0.92915342522684
-480 0.141513868949333 2 22 "GO:0005096;GO:0030695;GO:0060589" "nucleoside-triphosphatase regulator activity" 0.567244667973377
-967 0.0114796643968421 3 16 "GO:0005099;GO:0005083" "small GTPase regulator activity" 0.195564282760489
-223 0.149005944471606 2 100 "GO:0005102" "receptor binding" 0.573192221878678
899 0.0963442461943926 3 8 "GO:0005123" "death receptor binding" 0.468940871782911
-160 0.447664327249382 4 53 "GO:0005164;GO:0032813;GO:0005126" "cytokine receptor binding" 0.84348992493946
367 0.000777212666595136 1 203 "GO:0005198" "structural molecule activity" 0.0461156003840872
1019 0.0163009733981898 2 13 "GO:0005200" "structural constituent of cytoskeleton" 0.250824655191501
1015 0.0014726070412766 2 23 "GO:0005201" "extracellular matrix structural constituent" 0.0585361298907449
-117 0.0886927471294178 1 551 "GO:0005215" "transporter activity" 0.462757607946655
-208 0.532674167306581 4 21 "GO:0005230" "extracellular ligand-gated ion channel activity" 0.875104030736926
-145 0.712824831573942 2 15 "GO:0005231" "excitatory extracellular ligand-gated ion channel activity" 0.913280905105146
-629 0.123860174162576 2 14 "GO:0005245" "voltage-gated calcium channel activity" 0.543428649376602
-487 0.0681090571445887 4 33 "GO:0005249" "voltage-gated potassium channel activity" 0.411240762759099
918 0.0715870166026903 4 9 "GO:0005253;GO:0005254" "anion channel activity" 0.42306475817089
-371 0.00532908675659745 4 135 "GO:0005261;GO:0005216;GO:0022838;GO:0015267;GO:0022803" "substrate-specific channel activity" 0.124734420133474
-362 0.246310166059927 5 24 "GO:0005262" "calcium channel activity" 0.687075726377691
-408 0.0746500074252925 5 45 "GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.429012693275476
-1391 0.0418286560459713 5 5 "GO:0005272" "sodium channel activity" 0.351080306659963
-562 0.0614680302152085 4 26 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 0.402342615860086
-176 0.66763359425246 2 14 "GO:0005319" "lipid transporter activity" 0.908079333687145
86 0.88226962400914 4 7 "GO:0005328;GO:0005326" "neurotransmitter:sodium symporter activity" 0.952132603285882
173 0.800401187724733 3 5 "GO:0005332;GO:0005283;GO:0015185;GO:0005416" "cation:amino acid symporter activity" 0.92915342522684
202 0.708720876717534 5 8 "GO:0005343" "organic acid:sodium symporter activity" 0.913280905105146
-97 0.866658478345357 5 7 "GO:0005355;GO:0015149;GO:0015145" "hexose transmembrane transporter activity" 0.951596587467949
454 0.347215230672958 2 10 "GO:0005385" "zinc ion transmembrane transporter activity" 0.804314845226275
-4 0.993622769965358 3 8 "GO:0005388" "calcium-transporting ATPase activity" 0.993622769965358
-272 0.13142046876722 -1 73 "GO:0005489" "electron transporter activity" 0.553651398559831
170 0.738212740289386 2 9 "GO:0005496" "steroid binding" 0.923506115346626
-458 0.151115256110196 6 23 "GO:0005506" "iron ion binding" 0.576655817316508
-154 0.637083865892618 2 22 "GO:0005507" "copper ion binding" 0.907994202303018
-137 0.139569256664054 4 285 "GO:0005509" "calcium ion binding" 0.567244667973377
42 0.5688852100865 2 467 "GO:0005515" "protein binding" 0.880859500014947
31 0.787958823420859 4 187 "GO:0005525;GO:0032561;GO:0019001" "GTP binding" 0.927363357864973
183 0.6424836369007 2 15 "GO:0005528;GO:0005527;GO:0008144" "FK506 binding" 0.907994202303018
-235 0.644386413763626 2 9 "GO:0005543" "phospholipid binding" 0.907994202303018
643 2.57478515945003e-06 2 128 "GO:0008026;GO:0070035;GO:0004386" "helicase activity" 0.00122817252105766
424 0.214849683251887 4 20 "GO:0008028;GO:0015171" "amino acid transmembrane transporter activity" 0.635871687915719
-428 0.0100004516951425 2 86 "GO:0008047" "enzyme activator activity" 0.176674646614184
643 0.302820592201481 3 6 "GO:0008061" "chitin binding" 0.784074441487792
12 0.979744905375237 -1 10 "GO:0008067" "metabotropic glutamate, GABA-B-like receptor activity" 0.981958114659578
-488 0.475618490120373 -1 5 "GO:0008075" "receptor guanylate cyclase activity" 0.849900694652407
-208 0.448774417917991 3 31 "GO:0008080;GO:0016410" "N-acyltransferase activity" 0.84348992493946
-119 0.628844753202393 5 39 "GO:0008081" "phosphoric diester hydrolase activity" 0.907994202303018
-185 0.651014711085183 3 14 "GO:0008083" "growth factor activity" 0.907994202303018
54 0.772500116030724 2 68 "GO:0008092" "cytoskeletal protein binding" 0.924710387301551
-670 0.327248255117984 2 5 "GO:0008113" "peptide-methionine (S)-S-oxide reductase activity" 0.784904681366756
-158 0.783973334460425 4 7 "GO:0008121;GO:0016681;GO:0016679" "oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor" 0.927363357864973
-240 0.657040067991644 2 8 "GO:0008134" "transcription factor binding" 0.908079333687145
62 0.773553782315114 2 51 "GO:0008135" "translation factor activity, nucleic acid binding" 0.924710387301551
-76 0.816640440100962 2 22 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 0.942138076756806
-260 0.555616067542539 4 12 "GO:0008146" "sulfotransferase activity" 0.877579020588712
-1091 0.0590514304664835 3 7 "GO:0008158" "hedgehog receptor activity" 0.402342615860086
404 0.123874386323267 2 34 "GO:0008170" "N-methyltransferase activity" 0.543428649376602
991 0.0247583370959684 2 12 "GO:0008171" "O-methyltransferase activity" 0.274644809180859
946 0.0402103582723098 2 11 "GO:0008172" "S-methyltransferase activity" 0.351080306659963
908 0.00538045772679475 3 22 "GO:0008173" "RNA methyltransferase activity" 0.124734420133474
1787 0.000452956122275826 6 9 "GO:0008174" "mRNA methyltransferase activity" 0.0368451177916409
-11 0.976524356178083 6 17 "GO:0008235" "metalloexopeptidase activity" 0.981958114659578
-48 0.837154335676278 2 44 "GO:0008236;GO:0017171" "serine-type peptidase activity" 0.950723201325633
-332 0.0185356237312502 4 120 "GO:0008237" "metallopeptidase activity" 0.252869319113669
375 0.203619234859516 4 27 "GO:0008238" "exopeptidase activity" 0.635871687915719
-126 0.795182560606929 4 10 "GO:0008252;GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0017161;GO:0046030;GO:0019178;GO:0030351;GO:0052827;GO:0030352;GO:0052743;GO:0042576" "inositol bisphosphate phosphatase activity" 0.927882238918356
-108 0.141496277870737 2 473 "GO:0008270;GO:0046914" "transition metal ion binding" 0.567244667973377
53 0.879312193526632 2 19 "GO:0008289" "lipid binding" 0.951596587467949
1073 0.0632614175880638 3 7 "GO:0008308;GO:0005247" "voltage-gated anion channel activity" 0.402342615860086
456 0.465201080767243 5 6 "GO:0008318" "protein prenyltransferase activity" 0.84348992493946
-267 0.00607626469795782 2 258 "GO:0008324" "cation transmembrane transporter activity" 0.126016446127212
-225 0.718942635526497 3 6 "GO:0008353" "RNA polymerase II carboxy-terminal domain kinase activity" 0.913280905105146
-52 0.849575701304206 2 31 "GO:0008374" "O-acyltransferase activity" 0.950723201325633
-435 0.0630500011904154 5 43 "GO:0008375" "acetylglucosaminyltransferase activity" 0.402342615860086
-121 0.682115839236254 5 27 "GO:0008376" "acetylgalactosaminyltransferase activity" 0.908079333687145
-116 0.705883790152938 5 25 "GO:0008378;GO:0035250" "galactosyltransferase activity" 0.913280905105146
632 0.0718411853497737 2 19 "GO:0008408" "3'-5' exonuclease activity" 0.42306475817089
-285 0.352564526977737 5 25 "GO:0008417;GO:0000009;GO:0000026;GO:0000033;GO:0003980;GO:0004376;GO:0004583;GO:0008921;GO:0016759;GO:0018715;GO:0018716;GO:0019112;GO:0018717;GO:0018718;GO:0019187;GO:0042281;GO:0042283;GO:0046920;GO:0046921" "fucosyltransferase activity" 0.804314845226275
1113 0.074361367515696 2 6 "GO:0008425;GO:0030580" "2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity" 0.429012693275476
-518 0.406497322806589 5 6 "GO:0008460" "dTDP-glucose 4,6-dehydratase activity" 0.832185506346536
816 0.0387640528265617 2 15 "GO:0008484" "sulfuric ester hydrolase activity" 0.351080306659963
-464 0.197902162601101 2 18 "GO:0008502" "melatonin receptor activity" 0.635871687915719
-9 0.959828758791871 2 81 "GO:0008509" "anion transmembrane transporter activity" 0.981958114659578
297 0.606998891031312 5 7 "GO:0008511;GO:0015377" "cation:chloride symporter activity" 0.901281675353081
-125 0.537453932377241 2 57 "GO:0008514;GO:0046943;GO:0005342" "organic anion transmembrane transporter activity" 0.875104030736926
